king of clubs,queen of spades,king of hearts,king of diamonds,jack of hearts
king of spades,ace of spades,ace of diamonds,king of diamonds,jack of hearts
ace of clubs,queen of hearts,ace of spades,ace of hearts,queen of hearts
king of clubs,queen of diamonds,queen of spades,jack of hearts,jack of hearts
jack of diamonds,king of clubs,queen of hearts,king of spades,ace of clubs
queen of clubs,king of clubs,jack of diamonds,queen of diamonds,king of diamonds
ace of spades,jack of clubs,king of clubs,queen of clubs,queen of diamonds
ace of diamonds,ace of hearts,queen of diamonds,ace of clubs,king of hearts
ace of spades,queen of diamonds,jack of spades,jack of diamonds,queen of clubs
ace of diamonds,king of clubs,queen of clubs,jack of hearts,queen of spades
queen of clubs,king of hearts,jack of clubs,king of diamonds,ace of spades
queen of spades,jack of hearts,jack of diamonds,king of clubs,king of spades
ace of diamonds,queen of hearts,queen of spades,ace of hearts,king of clubs
ace of clubs,jack of spades,ace of hearts,queen of spades,queen of diamonds
king of diamonds,queen of spades,king of clubs,queen of diamonds,king of diamonds
ace of spades,queen of spades,jack of hearts,king of spades,queen of hearts
king of clubs,ace of hearts,ace of clubs,ace of hearts,ace of spades
king of diamonds,ace of clubs,queen of clubs,ace of hearts,ace of diamonds
queen of diamonds,ace of hearts,jack of hearts,king of hearts,queen of hearts
queen of hearts,queen of diamonds,jack of hearts,ace of clubs,jack of hearts
king of clubs,queen of spades,king of diamonds,king of spades,queen of clubs
queen of spades,king of hearts,ace of diamonds,ace of hearts,ace of diamonds
queen of spades,queen of clubs,ace of spades,jack of hearts,king of clubs
jack of spades,jack of spades,jack of clubs,king of hearts,queen of clubs
queen of hearts,king of spades,king of clubs,queen of spades,ace of clubs
queen of clubs,jack of spades,king of diamonds,ace of spades,jack of hearts
jack of clubs,king of clubs,king of hearts,king of spades,ace of diamonds
queen of clubs,ace of clubs,king of clubs,king of hearts,king of clubs
jack of hearts,queen of clubs,queen of spades,ace of clubs,queen of spades
jack of spades,king of hearts,queen of diamonds,queen of hearts,ace of clubs
king of diamonds,queen of spades,king of hearts,ace of hearts,jack of diamonds
jack of clubs,king of clubs,king of hearts,king of spades,queen of clubs
king of spades,jack of spades,ace of hearts,king of hearts,king of clubs
king of hearts,king of diamonds,queen of spades,jack of spades,king of hearts
queen of diamonds,queen of diamonds,king of diamonds,jack of diamonds,jack of diamonds
queen of clubs,king of diamonds,jack of clubs,king of hearts,jack of diamonds
king of clubs,jack of hearts,queen of clubs,jack of clubs,queen of clubs
queen of spades,ace of spades,jack of diamonds,ace of spades,queen of clubs
ace of diamonds,queen of clubs,king of spades,jack of spades,king of spades
king of clubs,jack of clubs,king of diamonds,jack of diamonds,queen of hearts
jack of spades,jack of diamonds,jack of spades,king of spades,jack of spades
queen of spades,ace of hearts,jack of spades,king of spades,queen of spades
queen of diamonds,jack of spades,ace of hearts,queen of spades,king of clubs
jack of diamonds,ace of spades,queen of spades,queen of clubs,king of diamonds
jack of hearts,ace of spades,ace of clubs,ace of hearts,ace of diamonds
jack of diamonds,king of diamonds,jack of hearts,ace of diamonds,king of clubs
ace of clubs,king of diamonds,ace of diamonds,jack of hearts,jack of spades
king of diamonds,jack of diamonds,ace of diamonds,queen of diamonds,queen of diamonds
king of hearts,ace of spades,ace of hearts,queen of hearts,queen of hearts
king of spades,queen of spades,jack of clubs,jack of diamonds,queen of clubs
queen of clubs,king of spades,king of hearts,jack of clubs,ace of diamonds
king of diamonds,king of hearts,ace of diamonds,jack of clubs,jack of diamonds
queen of spades,jack of diamonds,king of diamonds,ace of hearts,jack of clubs
king of hearts,king of diamonds,jack of spades,queen of spades,queen of spades
king of spades,ace of hearts,queen of spades,ace of clubs,queen of hearts
king of clubs,queen of diamonds,ace of hearts,king of hearts,ace of spades
king of hearts,jack of diamonds,queen of diamonds,queen of diamonds,ace of clubs
ace of spades,queen of hearts,queen of spades,queen of hearts,ace of spades
queen of spades,queen of diamonds,queen of diamonds,ace of diamonds,queen of spades
king of clubs,jack of diamonds,queen of clubs,king of diamonds,queen of spades
king of spades,ace of hearts,jack of spades,king of diamonds,king of hearts
jack of spades,queen of spades,king of spades,queen of diamonds,king of diamonds
ace of diamonds,king of hearts,jack of hearts,king of clubs,ace of hearts
queen of diamonds,jack of diamonds,queen of spades,queen of hearts,jack of spades
ace of spades,jack of diamonds,queen of spades,queen of hearts,ace of clubs
ace of hearts,ace of hearts,king of spades,ace of spades,queen of clubs
king of clubs,jack of clubs,king of hearts,queen of hearts,king of hearts
jack of hearts,ace of diamonds,queen of diamonds,king of diamonds,jack of diamonds
king of clubs,queen of clubs,king of hearts,jack of diamonds,ace of diamonds
jack of diamonds,king of hearts,jack of diamonds,king of clubs,jack of clubs
ace of spades,jack of spades,ace of diamonds,jack of clubs,ace of diamonds
ace of hearts,queen of spades,ace of clubs,queen of diamonds,king of spades
queen of clubs,queen of spades,jack of clubs,ace of spades,ace of diamonds
ace of hearts,ace of clubs,jack of hearts,jack of hearts,ace of spades
queen of clubs,king of spades,ace of spades,ace of clubs,jack of clubs
ace of diamonds,king of clubs,queen of spades,queen of hearts,jack of hearts
ace of diamonds,jack of hearts,jack of spades,queen of diamonds,king of clubs
ace of hearts,ace of diamonds,jack of clubs,queen of clubs,jack of spades
ace of clubs,king of diamonds,queen of hearts,jack of diamonds,jack of clubs
queen of spades,queen of hearts,jack of spades,king of clubs,queen of spades
king of clubs,king of hearts,queen of hearts,jack of hearts,ace of hearts
king of spades,king of diamonds,ace of spades,king of diamonds,ace of clubs
queen of clubs,jack of clubs,jack of hearts,jack of clubs,king of diamonds
